year,month,week,hour,day,SHIFT,OFFENSE,METHOD,DISTRICT
2011,1,1,6,0,MIDNIGHT,SEX ABUSE,OTHERS,6
2011,1,1,17,0,EVENING,SEX ABUSE,OTHERS,5
2011,1,1,19,0,EVENING,SEX ABUSE,GUN,6
2011,1,2,0,1,MIDNIGHT,HOMICIDE,GUN,7
2011,1,2,0,1,MIDNIGHT,HOMICIDE,GUN,4
2011,1,2,6,1,MIDNIGHT,SEX ABUSE,KNIFE,1
2011,1,2,0,5,MIDNIGHT,HOMICIDE,GUN,6
2011,1,2,11,6,DAY,SEX ABUSE,OTHERS,1
2011,1,2,0,7,MIDNIGHT,HOMICIDE,GUN,6
2011,1,3,0,9,MIDNIGHT,HOMICIDE,OTHERS,6
2011,1,3,1,14,MIDNIGHT,SEX ABUSE,OTHERS,2
2011,1,4,20,17,EVENING,SEX ABUSE,OTHERS,7
2011,1,4,0,19,MIDNIGHT,HOMICIDE,GUN,5
2011,1,4,2,19,MIDNIGHT,SEX ABUSE,OTHERS,6
2011,1,4,13,19,DAY,SEX ABUSE,OTHERS,5
2011,1,4,0,20,MIDNIGHT,HOMICIDE,OTHERS,7
2011,1,4,11,20,DAY,SEX ABUSE,OTHERS,2
2011,1,5,0,22,MIDNIGHT,HOMICIDE,GUN,4
2011,1,5,0,22,MIDNIGHT,HOMICIDE,GUN,4
2011,1,5,20,27,EVENING,SEX ABUSE,OTHERS,7
2011,1,5,15,28,EVENING,SEX ABUSE,OTHERS,6
2011,1,6,19,30,EVENING,SEX ABUSE,OTHERS,1
2011,1,6,21,30,EVENING,SEX ABUSE,KNIFE,6
2011,2,6,0,35,MIDNIGHT,HOMICIDE,GUN,4
2011,2,6,3,35,MIDNIGHT,SEX ABUSE,OTHERS,3
2011,2,7,3,36,MIDNIGHT,SEX ABUSE,OTHERS,5
2011,2,7,0,41,MIDNIGHT,HOMICIDE,KNIFE,3
2011,2,7,6,42,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,2,8,19,46,EVENING,SEX ABUSE,OTHERS,2
2011,2,8,0,47,MIDNIGHT,SEX ABUSE,OTHERS,1
2011,2,8,0,47,MIDNIGHT,HOMICIDE,GUN,5
2011,2,8,0,49,MIDNIGHT,HOMICIDE,GUN,3
2011,2,9,0,51,MIDNIGHT,HOMICIDE,GUN,5
2011,2,9,12,52,DAY,SEX ABUSE,OTHERS,5
2011,2,9,16,53,EVENING,SEX ABUSE,OTHERS,5
2011,2,9,0,55,MIDNIGHT,HOMICIDE,GUN,7
2011,2,9,21,55,EVENING,SEX ABUSE,OTHERS,4
2011,2,9,0,56,MIDNIGHT,SEX ABUSE,OTHERS,5
2011,2,9,8,56,DAY,SEX ABUSE,OTHERS,3
2011,3,10,0,59,MIDNIGHT,SEX ABUSE,OTHERS,1
2011,3,10,0,60,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,3,10,13,62,DAY,SEX ABUSE,OTHERS,4
2011,3,10,0,63,MIDNIGHT,HOMICIDE,GUN,7
2011,3,10,0,63,MIDNIGHT,HOMICIDE,GUN,6
2011,3,10,0,63,MIDNIGHT,HOMICIDE,KNIFE,6
2011,3,11,6,70,MIDNIGHT,SEX ABUSE,OTHERS,3
2011,3,12,7,72,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,3,12,15,73,DAY,SEX ABUSE,OTHERS,6
2011,3,12,0,74,MIDNIGHT,HOMICIDE,GUN,7
2011,3,13,0,78,MIDNIGHT,HOMICIDE,GUN,7
2011,3,13,0,78,MIDNIGHT,SEX ABUSE,GUN,5
2011,3,13,4,84,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,3,14,0,85,MIDNIGHT,HOMICIDE,GUN,3
2011,3,14,8,85,DAY,SEX ABUSE,OTHERS,3
2011,3,14,0,87,MIDNIGHT,HOMICIDE,GUN,5
2011,4,14,0,91,MIDNIGHT,HOMICIDE,OTHERS,4
2011,4,15,1,92,MIDNIGHT,SEX ABUSE,KNIFE,5
2011,4,15,0,96,MIDNIGHT,HOMICIDE,GUN,7
2011,4,15,0,96,MIDNIGHT,HOMICIDE,GUN,7
2011,4,15,0,96,MIDNIGHT,HOMICIDE,GUN,4
2011,4,15,0,97,MIDNIGHT,HOMICIDE,GUN,7
2011,4,15,0,97,MIDNIGHT,HOMICIDE,GUN,7
2011,4,15,0,98,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,4,16,0,99,MIDNIGHT,HOMICIDE,GUN,4
2011,4,16,19,102,EVENING,SEX ABUSE,OTHERS,4
2011,4,17,0,107,MIDNIGHT,HOMICIDE,KNIFE,6
2011,4,17,0,108,MIDNIGHT,HOMICIDE,GUN,3
2011,4,17,13,109,DAY,SEX ABUSE,OTHERS,6
2011,4,17,0,112,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,4,18,0,113,MIDNIGHT,HOMICIDE,OTHERS,3
2011,4,18,16,113,EVENING,SEX ABUSE,OTHERS,2
2011,4,18,8,114,DAY,SEX ABUSE,OTHERS,1
2011,4,18,11,114,DAY,SEX ABUSE,OTHERS,5
2011,4,18,0,115,MIDNIGHT,HOMICIDE,OTHERS,6
2011,4,18,5,115,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,4,18,5,115,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,4,18,7,115,DAY,SEX ABUSE,OTHERS,7
2011,5,19,17,120,EVENING,SEX ABUSE,OTHERS,5
2011,5,19,14,121,DAY,SEX ABUSE,OTHERS,1
2011,5,19,20,121,EVENING,SEX ABUSE,OTHERS,2
2011,5,19,0,122,MIDNIGHT,HOMICIDE,KNIFE,7
2011,5,19,16,122,EVENING,SEX ABUSE,OTHERS,3
2011,5,19,9,126,DAY,SEX ABUSE,OTHERS,1
2011,5,20,0,127,MIDNIGHT,HOMICIDE,GUN,5
2011,5,20,15,127,EVENING,SEX ABUSE,OTHERS,2
2011,5,20,5,130,MIDNIGHT,SEX ABUSE,OTHERS,1
2011,5,20,0,131,MIDNIGHT,HOMICIDE,GUN,6
2011,5,20,12,131,DAY,SEX ABUSE,OTHERS,1
2011,5,20,14,132,DAY,SEX ABUSE,OTHERS,1
2011,5,20,0,133,MIDNIGHT,HOMICIDE,GUN,5
2011,5,20,0,133,MIDNIGHT,HOMICIDE,GUN,6
2011,5,21,4,135,MIDNIGHT,SEX ABUSE,OTHERS,1
2011,5,21,0,136,MIDNIGHT,HOMICIDE,KNIFE,5
2011,5,21,21,137,EVENING,SEX ABUSE,OTHERS,7
2011,5,21,0,139,MIDNIGHT,HOMICIDE,KNIFE,7
2011,5,21,0,140,MIDNIGHT,HOMICIDE,GUN,2
2011,5,22,5,141,MIDNIGHT,SEX ABUSE,OTHERS,2
2011,5,22,8,141,DAY,SEX ABUSE,OTHERS,3
2011,5,22,8,143,DAY,SEX ABUSE,OTHERS,7
2011,5,22,0,144,MIDNIGHT,HOMICIDE,GUN,6
2011,5,22,3,144,MIDNIGHT,SEX ABUSE,OTHERS,5
2011,5,22,0,145,MIDNIGHT,HOMICIDE,GUN,6
2011,5,22,6,146,MIDNIGHT,SEX ABUSE,GUN,6
2011,5,23,0,148,MIDNIGHT,HOMICIDE,KNIFE,4
2011,5,23,0,149,MIDNIGHT,HOMICIDE,GUN,5
2011,5,23,0,150,MIDNIGHT,HOMICIDE,GUN,5
2011,5,23,12,150,DAY,SEX ABUSE,OTHERS,4
2011,6,23,0,152,MIDNIGHT,HOMICIDE,KNIFE,5
2011,6,23,0,153,MIDNIGHT,HOMICIDE,GUN,5
2011,6,23,15,154,EVENING,SEX ABUSE,KNIFE,1
2011,6,24,4,157,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,6,24,6,159,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,6,25,4,162,MIDNIGHT,SEX ABUSE,OTHERS,3
2011,6,25,14,164,DAY,SEX ABUSE,KNIFE,4
2011,6,25,14,164,DAY,SEX ABUSE,KNIFE,4
2011,6,25,0,165,MIDNIGHT,HOMICIDE,GUN,4
2011,6,25,21,165,EVENING,SEX ABUSE,GUN,6
2011,6,25,1,166,MIDNIGHT,SEX ABUSE,OTHERS,6
2011,6,25,0,168,MIDNIGHT,HOMICIDE,GUN,4
2011,6,25,12,168,DAY,SEX ABUSE,OTHERS,7
2011,6,26,0,169,MIDNIGHT,HOMICIDE,KNIFE,7
2011,6,26,0,170,MIDNIGHT,HOMICIDE,OTHERS,5
2011,6,26,21,170,EVENING,SEX ABUSE,OTHERS,2
2011,6,26,14,172,DAY,SEX ABUSE,OTHERS,4
2011,6,26,22,172,EVENING,SEX ABUSE,OTHERS,4
2011,6,26,0,175,MIDNIGHT,HOMICIDE,GUN,3
2011,6,26,0,175,MIDNIGHT,HOMICIDE,GUN,6
2011,6,27,13,176,DAY,SEX ABUSE,OTHERS,6
2011,6,27,20,177,EVENING,SEX ABUSE,OTHERS,6
2011,6,27,0,178,MIDNIGHT,HOMICIDE,GUN,7
2011,6,27,2,178,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,6,27,17,178,EVENING,SEX ABUSE,OTHERS,4
2011,6,27,21,179,EVENING,SEX ABUSE,OTHERS,7
2011,6,27,19,180,EVENING,SEX ABUSE,OTHERS,3
2011,7,27,0,182,MIDNIGHT,HOMICIDE,GUN,6
2011,7,28,4,183,MIDNIGHT,SEX ABUSE,OTHERS,1
2011,7,28,6,184,MIDNIGHT,SEX ABUSE,OTHERS,1
2011,7,28,0,185,MIDNIGHT,HOMICIDE,GUN,5
2011,7,28,9,185,DAY,SEX ABUSE,OTHERS,3
2011,7,28,10,185,DAY,SEX ABUSE,OTHERS,4
2011,7,28,0,187,MIDNIGHT,HOMICIDE,GUN,7
2011,7,28,23,188,EVENING,SEX ABUSE,OTHERS,4
2011,7,28,0,189,MIDNIGHT,HOMICIDE,GUN,4
2011,7,28,0,189,MIDNIGHT,HOMICIDE,GUN,4
2011,7,29,17,193,EVENING,SEX ABUSE,OTHERS,1
2011,7,29,22,193,EVENING,SEX ABUSE,OTHERS,3
2011,7,29,7,195,DAY,SEX ABUSE,KNIFE,3
2011,7,30,12,197,DAY,SEX ABUSE,OTHERS,7
2011,7,30,0,199,MIDNIGHT,HOMICIDE,GUN,4
2011,7,30,0,199,MIDNIGHT,SEX ABUSE,OTHERS,6
2011,7,30,0,200,MIDNIGHT,HOMICIDE,GUN,6
2011,7,31,5,204,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,7,31,16,206,EVENING,SEX ABUSE,OTHERS,3
2011,7,31,16,206,EVENING,SEX ABUSE,OTHERS,3
2011,7,31,16,206,EVENING,SEX ABUSE,OTHERS,3
2011,7,31,5,207,MIDNIGHT,SEX ABUSE,KNIFE,6
2011,7,31,3,208,MIDNIGHT,SEX ABUSE,GUN,5
2011,7,32,13,211,DAY,SEX ABUSE,OTHERS,4
2011,8,32,0,214,MIDNIGHT,HOMICIDE,KNIFE,4
2011,8,32,13,214,DAY,SEX ABUSE,OTHERS,7
2011,8,32,0,216,MIDNIGHT,HOMICIDE,GUN,6
2011,8,32,0,217,MIDNIGHT,HOMICIDE,GUN,5
2011,8,33,0,219,MIDNIGHT,HOMICIDE,KNIFE,1
2011,8,33,0,220,MIDNIGHT,HOMICIDE,KNIFE,6
2011,8,33,0,220,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,8,33,0,223,MIDNIGHT,HOMICIDE,OTHERS,2
2011,8,33,10,223,DAY,SEX ABUSE,OTHERS,5
2011,8,33,0,224,MIDNIGHT,HOMICIDE,KNIFE,7
2011,8,33,9,224,DAY,SEX ABUSE,OTHERS,3
2011,8,33,10,224,DAY,SEX ABUSE,OTHERS,1
2011,8,33,20,224,EVENING,SEX ABUSE,OTHERS,5
2011,8,34,2,225,MIDNIGHT,SEX ABUSE,KNIFE,1
2011,8,34,4,225,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,8,34,22,225,EVENING,SEX ABUSE,OTHERS,4
2011,8,34,2,226,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,8,34,0,228,MIDNIGHT,HOMICIDE,GUN,3
2011,8,34,8,229,DAY,SEX ABUSE,OTHERS,4
2011,8,34,16,229,EVENING,SEX ABUSE,OTHERS,3
2011,8,34,19,229,EVENING,SEX ABUSE,OTHERS,3
2011,8,34,6,231,MIDNIGHT,SEX ABUSE,KNIFE,1
2011,8,34,17,231,EVENING,SEX ABUSE,OTHERS,2
2011,8,35,0,232,MIDNIGHT,HOMICIDE,GUN,6
2011,8,35,8,232,DAY,SEX ABUSE,OTHERS,3
2011,8,35,0,238,MIDNIGHT,HOMICIDE,GUN,1
2011,8,35,2,238,MIDNIGHT,SEX ABUSE,OTHERS,2
2011,8,36,0,239,MIDNIGHT,HOMICIDE,KNIFE,5
2011,8,36,0,239,MIDNIGHT,HOMICIDE,GUN,5
2011,8,36,10,239,DAY,SEX ABUSE,OTHERS,2
2011,8,36,0,241,MIDNIGHT,HOMICIDE,GUN,1
2011,8,36,22,241,EVENING,SEX ABUSE,OTHERS,7
2011,8,36,0,242,MIDNIGHT,HOMICIDE,GUN,6
2011,9,36,3,245,MIDNIGHT,SEX ABUSE,GUN,3
2011,9,37,10,247,DAY,SEX ABUSE,OTHERS,5
2011,9,37,7,248,DAY,SEX ABUSE,GUN,6
2011,9,37,7,248,DAY,SEX ABUSE,GUN,6
2011,9,37,17,251,EVENING,SEX ABUSE,OTHERS,3
2011,9,37,0,252,MIDNIGHT,HOMICIDE,OTHERS,3
2011,9,38,0,255,MIDNIGHT,HOMICIDE,KNIFE,5
2011,9,38,1,256,MIDNIGHT,SEX ABUSE,OTHERS,3
2011,9,38,3,257,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,9,38,17,258,EVENING,SEX ABUSE,OTHERS,2
2011,9,38,0,259,MIDNIGHT,HOMICIDE,GUN,6
2011,9,39,7,261,MIDNIGHT,SEX ABUSE,KNIFE,5
2011,9,39,0,262,MIDNIGHT,HOMICIDE,GUN,7
2011,9,39,12,262,DAY,SEX ABUSE,OTHERS,3
2011,9,39,0,266,MIDNIGHT,HOMICIDE,GUN,5
2011,9,39,7,266,DAY,SEX ABUSE,OTHERS,6
2011,9,40,15,269,DAY,SEX ABUSE,OTHERS,7
2011,9,40,14,270,DAY,SEX ABUSE,OTHERS,7
2011,9,40,10,271,DAY,SEX ABUSE,OTHERS,5
2011,9,40,5,272,MIDNIGHT,SEX ABUSE,KNIFE,6
2011,10,40,0,273,MIDNIGHT,HOMICIDE,GUN,6
2011,10,41,5,274,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,10,41,14,276,DAY,SEX ABUSE,OTHERS,1
2011,10,41,0,278,MIDNIGHT,HOMICIDE,OTHERS,4
2011,10,41,17,278,EVENING,SEX ABUSE,OTHERS,1
2011,10,41,0,280,MIDNIGHT,HOMICIDE,KNIFE,4
2011,10,41,14,280,DAY,SEX ABUSE,OTHERS,6
2011,10,42,7,281,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,10,42,0,283,MIDNIGHT,HOMICIDE,KNIFE,5
2011,10,42,21,283,EVENING,SEX ABUSE,OTHERS,3
2011,10,42,10,284,DAY,SEX ABUSE,OTHERS,1
2011,10,42,15,287,DAY,SEX ABUSE,OTHERS,7
2011,10,43,0,288,MIDNIGHT,HOMICIDE,GUN,7
2011,10,43,0,288,MIDNIGHT,HOMICIDE,KNIFE,1
2011,10,43,2,288,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,10,43,0,289,MIDNIGHT,HOMICIDE,GUN,7
2011,10,43,0,289,MIDNIGHT,HOMICIDE,GUN,7
2011,10,43,2,289,MIDNIGHT,SEX ABUSE,OTHERS,2
2011,10,43,0,290,MIDNIGHT,HOMICIDE,GUN,5
2011,10,43,0,292,MIDNIGHT,HOMICIDE,GUN,7
2011,10,43,0,293,MIDNIGHT,SEX ABUSE,GUN,7
2011,10,43,0,294,MIDNIGHT,HOMICIDE,GUN,6
2011,10,44,0,295,MIDNIGHT,HOMICIDE,GUN,3
2011,10,44,22,295,EVENING,SEX ABUSE,OTHERS,1
2011,10,44,2,296,MIDNIGHT,SEX ABUSE,OTHERS,1
2011,10,44,0,297,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,10,44,0,298,MIDNIGHT,HOMICIDE,GUN,6
2011,10,44,2,299,MIDNIGHT,SEX ABUSE,GUN,7
2011,11,45,0,304,MIDNIGHT,HOMICIDE,GUN,2
2011,11,45,14,304,DAY,SEX ABUSE,OTHERS,4
2011,11,46,22,309,EVENING,SEX ABUSE,OTHERS,6
2011,11,46,0,311,MIDNIGHT,HOMICIDE,KNIFE,7
2011,11,46,14,311,DAY,SEX ABUSE,OTHERS,6
2011,11,46,0,312,MIDNIGHT,HOMICIDE,GUN,6
2011,11,46,19,312,EVENING,SEX ABUSE,OTHERS,1
2011,11,47,0,317,MIDNIGHT,HOMICIDE,GUN,5
2011,11,47,0,317,MIDNIGHT,HOMICIDE,GUN,5
2011,11,47,18,318,EVENING,SEX ABUSE,OTHERS,3
2011,11,47,19,318,EVENING,SEX ABUSE,OTHERS,4
2011,11,47,9,320,DAY,SEX ABUSE,OTHERS,1
2011,11,47,0,321,MIDNIGHT,SEX ABUSE,OTHERS,5
2011,11,48,1,325,MIDNIGHT,SEX ABUSE,OTHERS,4
2011,11,48,0,329,MIDNIGHT,HOMICIDE,GUN,5
2011,11,48,0,329,MIDNIGHT,HOMICIDE,GUN,5
2011,11,48,17,329,EVENING,SEX ABUSE,OTHERS,7
2011,11,49,0,330,MIDNIGHT,HOMICIDE,GUN,2
2011,11,49,22,332,EVENING,SEX ABUSE,OTHERS,2
2011,11,49,10,333,DAY,SEX ABUSE,OTHERS,2
2011,11,49,10,333,DAY,SEX ABUSE,OTHERS,2
2011,12,49,9,334,DAY,SEX ABUSE,OTHERS,6
2011,12,49,0,336,MIDNIGHT,HOMICIDE,GUN,5
2011,12,50,0,337,MIDNIGHT,HOMICIDE,KNIFE,5
2011,12,50,17,337,EVENING,SEX ABUSE,OTHERS,3
2011,12,50,7,339,MIDNIGHT,SEX ABUSE,KNIFE,5
2011,12,50,2,341,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,12,50,9,341,DAY,SEX ABUSE,OTHERS,6
2011,12,50,0,343,MIDNIGHT,HOMICIDE,GUN,7
2011,12,50,0,343,MIDNIGHT,HOMICIDE,GUN,6
2011,12,50,2,343,MIDNIGHT,SEX ABUSE,OTHERS,2
2011,12,50,8,343,DAY,SEX ABUSE,OTHERS,4
2011,12,51,0,344,MIDNIGHT,SEX ABUSE,KNIFE,7
2011,12,51,14,344,DAY,SEX ABUSE,OTHERS,4
2011,12,51,6,349,MIDNIGHT,SEX ABUSE,KNIFE,5
2011,12,51,0,350,MIDNIGHT,HOMICIDE,KNIFE,6
2011,12,51,22,350,EVENING,SEX ABUSE,KNIFE,6
2011,12,52,0,352,MIDNIGHT,HOMICIDE,GUN,4
2011,12,52,16,353,EVENING,SEX ABUSE,OTHERS,5
2011,12,52,2,355,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,12,53,23,358,MIDNIGHT,SEX ABUSE,OTHERS,7
2011,12,53,17,360,EVENING,SEX ABUSE,KNIFE,4
2011,12,53,21,363,EVENING,SEX ABUSE,GUN,7
2012,1,1,0,0,MIDNIGHT,HOMICIDE,OTHERS,6
2012,1,1,0,2,MIDNIGHT,HOMICIDE,GUN,6
2012,1,1,0,4,MIDNIGHT,HOMICIDE,OTHERS,6
2012,1,2,0,7,MIDNIGHT,HOMICIDE,GUN,6
2012,1,2,23,8,MIDNIGHT,SEX ABUSE,KNIFE,6
2012,1,2,19,10,EVENING,SEX ABUSE,OTHERS,1
2012,1,3,4,14,MIDNIGHT,SEX ABUSE,OTHERS,2
2012,1,3,3,15,MIDNIGHT,SEX ABUSE,OTHERS,4
2012,1,3,10,16,DAY,SEX ABUSE,GUN,5
2012,1,3,21,16,EVENING,SEX ABUSE,GUN,1
2012,1,3,0,17,MIDNIGHT,HOMICIDE,OTHERS,3
2012,1,3,18,19,EVENING,SEX ABUSE,OTHERS,2
2012,1,3,14,20,DAY,SEX ABUSE,OTHERS,6
2012,1,4,14,21,DAY,SEX ABUSE,GUN,4
2012,1,4,23,21,EVENING,SEX ABUSE,OTHERS,7
2012,1,4,16,22,EVENING,SEX ABUSE,OTHERS,6
2012,1,4,3,23,MIDNIGHT,SEX ABUSE,OTHERS,7
2012,1,4,23,23,MIDNIGHT,SEX ABUSE,GUN,3
2012,1,5,0,28,MIDNIGHT,HOMICIDE,OTHERS,4
2012,1,5,0,28,MIDNIGHT,HOMICIDE,OTHERS,4
2012,1,5,10,28,DAY,SEX ABUSE,OTHERS,5
2012,2,5,0,32,MIDNIGHT,HOMICIDE,KNIFE,6
2012,2,5,12,34,DAY,SEX ABUSE,OTHERS,6
2012,2,5,22,34,EVENING,SEX ABUSE,OTHERS,6
2012,2,6,14,38,DAY,SEX ABUSE,OTHERS,3
2012,2,6,17,40,EVENING,SEX ABUSE,KNIFE,6
2012,2,7,2,42,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,2,7,0,44,MIDNIGHT,HOMICIDE,GUN,6
2012,2,7,22,44,EVENING,SEX ABUSE,OTHERS,5
2012,2,7,0,45,MIDNIGHT,HOMICIDE,GUN,5
2012,2,7,0,47,MIDNIGHT,HOMICIDE,KNIFE,5
2012,2,7,0,48,MIDNIGHT,SEX ABUSE,GUN,5
2012,2,7,5,48,MIDNIGHT,SEX ABUSE,KNIFE,5
2012,2,7,5,48,MIDNIGHT,SEX ABUSE,OTHERS,3
2012,2,7,5,48,MIDNIGHT,SEX ABUSE,OTHERS,3
2012,2,8,0,53,MIDNIGHT,HOMICIDE,GUN,4
2012,2,8,15,53,EVENING,SEX ABUSE,OTHERS,4
2012,2,8,19,54,EVENING,SEX ABUSE,OTHERS,4
2012,2,9,2,56,MIDNIGHT,SEX ABUSE,OTHERS,7
2012,2,9,3,56,MIDNIGHT,SEX ABUSE,GUN,6
2012,2,9,4,56,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,2,9,19,56,EVENING,SEX ABUSE,KNIFE,4
2012,2,9,18,58,EVENING,SEX ABUSE,OTHERS,4
2012,2,9,0,59,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,3,9,0,60,MIDNIGHT,HOMICIDE,GUN,6
2012,3,10,0,63,MIDNIGHT,HOMICIDE,KNIFE,6
2012,3,10,0,64,MIDNIGHT,HOMICIDE,OTHERS,7
2012,3,10,1,69,MIDNIGHT,SEX ABUSE,OTHERS,3
2012,3,10,10,69,DAY,SEX ABUSE,OTHERS,6
2012,3,11,0,71,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,3,11,20,71,EVENING,SEX ABUSE,KNIFE,3
2012,3,11,0,72,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,3,11,0,75,MIDNIGHT,HOMICIDE,GUN,6
2012,3,11,7,76,DAY,SEX ABUSE,OTHERS,3
2012,3,12,0,77,MIDNIGHT,HOMICIDE,KNIFE,5
2012,3,12,14,77,DAY,SEX ABUSE,OTHERS,2
2012,3,12,23,77,MIDNIGHT,SEX ABUSE,OTHERS,1
2012,3,12,11,79,DAY,SEX ABUSE,OTHERS,7
2012,3,12,23,79,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,3,12,22,80,EVENING,SEX ABUSE,OTHERS,4
