year,month,week,hour,day,SHIFT,OFFENSE,METHOD,DISTRICT
2014,10,41,11,281,DAY,SEX ABUSE,OTHERS,4
2014,10,41,0,282,MIDNIGHT,HOMICIDE,GUN,7
2014,10,41,0,282,MIDNIGHT,HOMICIDE,GUN,7
2014,10,41,16,282,EVENING,SEX ABUSE,OTHERS,3
2014,10,41,19,282,EVENING,SEX ABUSE,OTHERS,6
2014,10,41,22,282,EVENING,SEX ABUSE,OTHERS,5
2014,10,41,5,283,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,10,42,2,284,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,10,42,23,284,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,10,42,23,285,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,10,42,21,286,EVENING,SEX ABUSE,GUN,7
2014,10,42,5,287,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,10,42,11,288,DAY,SEX ABUSE,OTHERS,7
2014,10,42,2,289,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,10,42,15,289,DAY,SEX ABUSE,OTHERS,2
2014,10,42,8,290,DAY,SEX ABUSE,OTHERS,5
2014,10,43,3,291,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,10,43,3,291,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,10,43,8,291,DAY,SEX ABUSE,OTHERS,2
2014,10,43,8,291,DAY,SEX ABUSE,OTHERS,2
2014,10,43,0,292,MIDNIGHT,HOMICIDE,GUN,4
2014,10,43,20,292,EVENING,SEX ABUSE,KNIFE,3
2014,10,43,2,293,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,10,43,2,293,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,10,43,1,295,MIDNIGHT,SEX ABUSE,OTHERS,5
2014,10,43,6,296,MIDNIGHT,SEX ABUSE,GUN,6
2014,10,43,20,296,EVENING,SEX ABUSE,KNIFE,6
2014,10,43,0,297,MIDNIGHT,HOMICIDE,GUN,5
2014,10,43,0,297,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,10,44,6,298,MIDNIGHT,SEX ABUSE,GUN,5
2014,10,44,7,298,MIDNIGHT,SEX ABUSE,OTHERS,5
2014,10,44,22,298,EVENING,SEX ABUSE,KNIFE,1
2014,10,44,22,298,EVENING,SEX ABUSE,OTHERS,1
2014,10,44,17,300,EVENING,SEX ABUSE,OTHERS,7
2014,10,44,0,302,MIDNIGHT,HOMICIDE,KNIFE,4
2014,10,44,0,303,MIDNIGHT,HOMICIDE,OTHERS,7
2014,11,45,0,307,MIDNIGHT,HOMICIDE,GUN,7
2014,11,45,10,307,DAY,SEX ABUSE,OTHERS,7
2014,11,45,20,307,EVENING,SEX ABUSE,OTHERS,4
2014,11,45,9,310,DAY,SEX ABUSE,OTHERS,5
2014,11,45,18,310,EVENING,SEX ABUSE,OTHERS,7
2014,11,45,20,310,EVENING,SEX ABUSE,GUN,6
2014,11,46,11,313,DAY,SEX ABUSE,OTHERS,7
2014,11,46,2,314,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,11,46,11,314,DAY,SEX ABUSE,KNIFE,1
2014,11,46,15,314,DAY,SEX ABUSE,GUN,6
2014,11,46,21,314,EVENING,SEX ABUSE,OTHERS,7
2014,11,46,9,315,DAY,SEX ABUSE,OTHERS,5
2014,11,46,14,315,DAY,SEX ABUSE,KNIFE,7
2014,11,46,0,317,MIDNIGHT,HOMICIDE,GUN,6
2014,11,47,0,320,MIDNIGHT,HOMICIDE,KNIFE,6
2014,11,47,4,320,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,11,47,0,325,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,11,47,20,325,EVENING,SEX ABUSE,OTHERS,5
2014,11,48,2,328,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,11,48,21,328,EVENING,SEX ABUSE,OTHERS,7
2014,11,48,3,330,MIDNIGHT,SEX ABUSE,GUN,6
2014,11,48,7,331,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,11,48,0,332,MIDNIGHT,HOMICIDE,KNIFE,5
2014,11,49,0,333,MIDNIGHT,HOMICIDE,GUN,5
2014,12,49,0,334,MIDNIGHT,HOMICIDE,GUN,7
2014,12,49,20,334,EVENING,SEX ABUSE,OTHERS,6
2014,12,49,2,336,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,12,49,0,337,MIDNIGHT,HOMICIDE,GUN,6
2014,12,49,2,337,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,12,50,22,341,EVENING,SEX ABUSE,OTHERS,1
2014,12,50,23,341,MIDNIGHT,SEX ABUSE,GUN,4
2014,12,50,0,342,MIDNIGHT,HOMICIDE,KNIFE,7
2014,12,50,1,343,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,12,50,2,343,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,12,50,15,343,EVENING,SEX ABUSE,KNIFE,5
2014,12,50,12,344,DAY,SEX ABUSE,OTHERS,7
2014,12,51,2,348,MIDNIGHT,SEX ABUSE,OTHERS,5
2014,12,51,7,348,DAY,SEX ABUSE,OTHERS,5
2014,12,51,10,348,DAY,SEX ABUSE,OTHERS,6
2014,12,51,6,349,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,12,51,14,350,DAY,SEX ABUSE,KNIFE,7
2014,12,51,11,353,DAY,SEX ABUSE,OTHERS,5
2014,12,52,0,357,MIDNIGHT,HOMICIDE,GUN,3
2014,12,52,0,357,MIDNIGHT,HOMICIDE,GUN,4
2014,12,52,0,357,MIDNIGHT,HOMICIDE,GUN,5
2014,12,52,0,358,MIDNIGHT,HOMICIDE,GUN,7
2014,12,52,0,358,MIDNIGHT,HOMICIDE,GUN,4
2014,12,52,13,359,DAY,SEX ABUSE,OTHERS,7
2014,12,52,23,359,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,12,53,0,361,MIDNIGHT,HOMICIDE,GUN,7
2014,12,53,0,361,MIDNIGHT,HOMICIDE,GUN,7
2014,12,53,4,362,MIDNIGHT,SEX ABUSE,GUN,7
2014,12,53,6,362,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,12,53,0,363,MIDNIGHT,HOMICIDE,GUN,6
2014,12,53,19,363,EVENING,SEX ABUSE,OTHERS,2
2014,12,53,3,364,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,1,1,0,1,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,1,1,0,1,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,1,1,0,2,MIDNIGHT,HOMICIDE,GUN,7
2015,1,2,1,5,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,1,2,0,7,MIDNIGHT,HOMICIDE,KNIFE,5
2015,1,2,0,9,MIDNIGHT,HOMICIDE,GUN,4
2015,1,3,0,10,MIDNIGHT,HOMICIDE,GUN,5
2015,1,3,0,10,MIDNIGHT,HOMICIDE,GUN,1
2015,1,3,0,13,MIDNIGHT,HOMICIDE,GUN,7
2015,1,3,19,13,EVENING,SEX ABUSE,OTHERS,7
2015,1,3,20,13,EVENING,SEX ABUSE,OTHERS,6
2015,1,4,0,18,MIDNIGHT,HOMICIDE,GUN,7
2015,1,4,4,18,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,1,4,12,19,DAY,SEX ABUSE,OTHERS,2
2015,1,4,19,20,EVENING,SEX ABUSE,OTHERS,2
2015,1,4,21,21,EVENING,SEX ABUSE,GUN,6
2015,1,5,0,24,MIDNIGHT,HOMICIDE,GUN,3
2015,1,5,0,24,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,1,5,1,24,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,1,5,4,27,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,2,6,21,33,EVENING,SEX ABUSE,OTHERS,7
2015,2,6,0,34,MIDNIGHT,HOMICIDE,KNIFE,7
2015,2,6,0,34,MIDNIGHT,HOMICIDE,GUN,6
2015,2,6,13,36,DAY,SEX ABUSE,OTHERS,2
2015,2,7,4,38,MIDNIGHT,SEX ABUSE,KNIFE,7
2015,2,7,0,40,MIDNIGHT,HOMICIDE,KNIFE,3
2015,2,7,8,43,DAY,SEX ABUSE,KNIFE,5
2015,2,7,8,44,DAY,SEX ABUSE,OTHERS,5
2015,2,8,0,46,MIDNIGHT,HOMICIDE,GUN,6
2015,2,8,17,46,EVENING,SEX ABUSE,OTHERS,7
2015,2,8,20,46,EVENING,SEX ABUSE,OTHERS,1
2015,2,8,0,47,MIDNIGHT,HOMICIDE,OTHERS,7
2015,2,8,13,47,DAY,SEX ABUSE,OTHERS,2
2015,2,8,1,48,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,2,8,3,51,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,2,9,4,52,MIDNIGHT,SEX ABUSE,KNIFE,3
2015,2,9,11,52,DAY,SEX ABUSE,OTHERS,2
2015,2,9,0,53,MIDNIGHT,HOMICIDE,GUN,5
2015,2,9,0,53,MIDNIGHT,HOMICIDE,GUN,4
2015,2,9,0,54,MIDNIGHT,HOMICIDE,GUN,6
2015,2,9,12,55,DAY,SEX ABUSE,OTHERS,4
2015,2,9,3,56,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,2,9,12,56,DAY,SEX ABUSE,OTHERS,6
2015,2,9,23,57,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,2,9,14,58,DAY,SEX ABUSE,OTHERS,4
2015,2,9,15,58,EVENING,SEX ABUSE,OTHERS,6
2015,2,9,18,58,EVENING,SEX ABUSE,OTHERS,3
2015,2,9,20,58,EVENING,SEX ABUSE,OTHERS,4
2015,3,10,5,59,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,3,10,0,63,MIDNIGHT,HOMICIDE,GUN,7
2015,3,10,20,64,EVENING,SEX ABUSE,GUN,1
2015,3,10,23,64,MIDNIGHT,SEX ABUSE,KNIFE,7
2015,3,10,0,65,MIDNIGHT,HOMICIDE,GUN,4
2015,3,10,7,65,DAY,SEX ABUSE,GUN,5
2015,3,11,0,66,MIDNIGHT,HOMICIDE,KNIFE,3
2015,3,11,4,66,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,3,11,17,66,EVENING,SEX ABUSE,OTHERS,3
2015,3,11,0,70,MIDNIGHT,HOMICIDE,GUN,4
2015,3,11,14,71,DAY,SEX ABUSE,OTHERS,2
2015,3,11,0,72,MIDNIGHT,HOMICIDE,GUN,7
2015,3,11,16,72,EVENING,SEX ABUSE,OTHERS,1
2015,3,12,0,73,MIDNIGHT,HOMICIDE,GUN,7
2015,3,12,4,73,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,3,12,22,73,EVENING,SEX ABUSE,OTHERS,1
2015,3,12,0,74,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,3,12,0,77,MIDNIGHT,HOMICIDE,GUN,7
2015,3,12,0,78,MIDNIGHT,HOMICIDE,KNIFE,7
2015,3,12,10,79,DAY,SEX ABUSE,OTHERS,5
2015,3,13,0,80,MIDNIGHT,HOMICIDE,KNIFE,5
2015,3,13,23,80,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,3,13,3,82,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,3,13,6,82,MIDNIGHT,SEX ABUSE,GUN,6
2015,3,13,0,84,MIDNIGHT,SEX ABUSE,OTHERS,5
2015,3,13,15,85,EVENING,SEX ABUSE,OTHERS,7
2015,3,14,5,87,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,3,14,23,87,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,3,14,0,88,MIDNIGHT,HOMICIDE,GUN,4
2015,3,14,3,88,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,4,14,11,92,DAY,SEX ABUSE,OTHERS,5
2015,4,14,19,93,EVENING,SEX ABUSE,OTHERS,3
2015,4,15,3,94,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,4,15,0,95,MIDNIGHT,HOMICIDE,GUN,7
2015,4,15,0,95,MIDNIGHT,HOMICIDE,GUN,6
2015,4,15,14,95,DAY,SEX ABUSE,OTHERS,4
2015,4,15,0,96,MIDNIGHT,HOMICIDE,GUN,7
2015,4,15,6,96,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,4,15,16,97,EVENING,SEX ABUSE,OTHERS,6
2015,4,16,10,102,DAY,SEX ABUSE,OTHERS,6
2015,4,16,17,102,EVENING,SEX ABUSE,OTHERS,1
2015,4,16,22,102,EVENING,SEX ABUSE,OTHERS,6
2015,4,16,20,103,EVENING,SEX ABUSE,OTHERS,4
2015,4,16,10,105,DAY,SEX ABUSE,KNIFE,1
2015,4,16,21,105,EVENING,SEX ABUSE,OTHERS,4
2015,4,16,0,107,MIDNIGHT,HOMICIDE,KNIFE,7
2015,4,17,0,108,MIDNIGHT,HOMICIDE,GUN,7
2015,4,17,7,108,DAY,SEX ABUSE,OTHERS,4
2015,4,17,18,108,EVENING,SEX ABUSE,OTHERS,1
2015,4,17,1,109,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,4,17,7,110,DAY,SEX ABUSE,KNIFE,5
2015,4,17,8,110,DAY,SEX ABUSE,OTHERS,3
2015,4,17,15,110,EVENING,SEX ABUSE,OTHERS,3
2015,4,17,23,110,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,4,17,0,112,MIDNIGHT,HOMICIDE,GUN,6
2015,4,17,0,113,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,4,18,0,115,MIDNIGHT,HOMICIDE,GUN,4
2015,4,18,21,115,EVENING,SEX ABUSE,OTHERS,4
2015,4,18,0,116,MIDNIGHT,HOMICIDE,OTHERS,7
2015,4,18,15,117,EVENING,SEX ABUSE,KNIFE,1
2015,5,18,0,120,MIDNIGHT,HOMICIDE,GUN,3
2015,5,18,14,120,DAY,SEX ABUSE,OTHERS,1
2015,5,18,0,121,MIDNIGHT,HOMICIDE,GUN,4
2015,5,18,1,121,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,5,18,4,121,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,5,19,4,122,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,5,19,0,123,MIDNIGHT,HOMICIDE,GUN,6
2015,5,19,11,123,DAY,SEX ABUSE,OTHERS,4
2015,5,19,19,123,EVENING,SEX ABUSE,OTHERS,4
2015,5,19,9,124,DAY,SEX ABUSE,OTHERS,6
2015,5,19,1,125,MIDNIGHT,SEX ABUSE,OTHERS,5
2015,5,19,15,126,EVENING,SEX ABUSE,OTHERS,4
2015,5,19,20,126,EVENING,SEX ABUSE,OTHERS,7
2015,5,19,22,126,EVENING,SEX ABUSE,OTHERS,6
2015,5,19,4,127,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,5,19,12,127,DAY,SEX ABUSE,OTHERS,6
2015,5,19,15,127,EVENING,SEX ABUSE,OTHERS,7
2015,5,20,0,129,MIDNIGHT,HOMICIDE,GUN,5
2015,5,20,5,129,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,5,20,20,129,EVENING,SEX ABUSE,OTHERS,7
2015,5,20,19,130,EVENING,SEX ABUSE,OTHERS,6
2015,5,20,0,132,MIDNIGHT,HOMICIDE,GUN,7
2015,5,20,0,132,MIDNIGHT,HOMICIDE,KNIFE,7
2015,5,20,0,132,MIDNIGHT,SEX ABUSE,KNIFE,1
2015,5,20,21,132,EVENING,SEX ABUSE,OTHERS,5
2015,5,20,0,133,MIDNIGHT,HOMICIDE,OTHERS,2
2015,5,20,0,133,MIDNIGHT,HOMICIDE,KNIFE,2
2015,5,20,0,133,MIDNIGHT,HOMICIDE,KNIFE,2
2015,5,20,0,133,MIDNIGHT,HOMICIDE,KNIFE,2
2015,5,20,2,133,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,5,20,15,134,EVENING,SEX ABUSE,KNIFE,7
2015,5,21,18,137,EVENING,SEX ABUSE,OTHERS,1
2015,5,21,15,138,EVENING,SEX ABUSE,OTHERS,6
2015,5,21,6,140,MIDNIGHT,SEX ABUSE,KNIFE,2
2015,5,21,14,140,DAY,SEX ABUSE,OTHERS,4
2015,5,21,0,141,MIDNIGHT,HOMICIDE,KNIFE,5
2015,5,21,14,141,DAY,SEX ABUSE,OTHERS,4
2015,5,21,18,141,EVENING,SEX ABUSE,OTHERS,4
2015,5,21,22,141,EVENING,SEX ABUSE,OTHERS,4
2015,5,21,0,142,MIDNIGHT,HOMICIDE,GUN,7
2015,5,22,0,143,MIDNIGHT,HOMICIDE,GUN,6
2015,5,22,6,143,MIDNIGHT,SEX ABUSE,KNIFE,3
2015,5,22,19,143,EVENING,SEX ABUSE,OTHERS,2
2015,5,22,0,144,MIDNIGHT,HOMICIDE,GUN,3
2015,5,22,1,144,MIDNIGHT,SEX ABUSE,OTHERS,5
2015,5,22,3,144,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,5,22,8,145,DAY,SEX ABUSE,OTHERS,1
2015,5,22,0,146,MIDNIGHT,HOMICIDE,GUN,7
2015,5,22,0,147,MIDNIGHT,HOMICIDE,GUN,7
2015,5,22,4,148,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,5,22,6,149,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,6,23,2,152,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,6,23,6,152,MIDNIGHT,SEX ABUSE,GUN,3
2015,6,23,21,155,EVENING,SEX ABUSE,OTHERS,7
2015,6,23,0,156,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,6,23,18,156,EVENING,SEX ABUSE,OTHERS,6
2015,6,24,0,157,MIDNIGHT,HOMICIDE,KNIFE,3
2015,6,24,0,158,MIDNIGHT,HOMICIDE,GUN,6
2015,6,24,21,158,EVENING,SEX ABUSE,OTHERS,3
2015,6,24,0,161,MIDNIGHT,HOMICIDE,OTHERS,5
2015,6,24,13,162,DAY,SEX ABUSE,OTHERS,4
2015,6,24,0,163,MIDNIGHT,HOMICIDE,KNIFE,7
2015,6,24,0,163,MIDNIGHT,HOMICIDE,GUN,5
2015,6,25,0,164,MIDNIGHT,HOMICIDE,GUN,6
2015,6,25,0,167,MIDNIGHT,HOMICIDE,GUN,5
2015,6,25,0,167,MIDNIGHT,HOMICIDE,GUN,6
2015,6,25,14,167,DAY,SEX ABUSE,OTHERS,2
2015,6,25,0,168,MIDNIGHT,HOMICIDE,GUN,6
2015,6,25,12,168,DAY,SEX ABUSE,OTHERS,7
2015,6,25,21,168,EVENING,SEX ABUSE,OTHERS,6
2015,6,25,0,169,MIDNIGHT,HOMICIDE,OTHERS,2
2015,6,25,0,169,MIDNIGHT,HOMICIDE,GUN,3
2015,6,25,18,170,EVENING,SEX ABUSE,OTHERS,3
2015,6,26,0,171,MIDNIGHT,HOMICIDE,GUN,5
2015,6,26,0,172,MIDNIGHT,HOMICIDE,GUN,7
2015,6,26,4,172,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,6,26,5,173,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,6,26,17,173,EVENING,SEX ABUSE,OTHERS,1
2015,6,26,0,174,MIDNIGHT,HOMICIDE,GUN,5
2015,6,26,0,175,MIDNIGHT,HOMICIDE,GUN,7
2015,6,26,4,175,MIDNIGHT,SEX ABUSE,GUN,5
2015,6,26,4,175,MIDNIGHT,SEX ABUSE,GUN,5
2015,6,26,4,175,MIDNIGHT,SEX ABUSE,GUN,5
2015,6,26,4,175,MIDNIGHT,SEX ABUSE,GUN,5
2015,6,26,13,175,DAY,SEX ABUSE,OTHERS,2
2015,6,26,20,176,EVENING,SEX ABUSE,OTHERS,3
2015,6,26,0,177,MIDNIGHT,HOMICIDE,GUN,5
2015,6,26,16,177,EVENING,SEX ABUSE,OTHERS,4
2015,6,26,19,177,EVENING,SEX ABUSE,OTHERS,7
2015,6,27,0,178,MIDNIGHT,HOMICIDE,GUN,7
2015,6,27,0,178,MIDNIGHT,HOMICIDE,GUN,5
2015,6,27,14,178,DAY,SEX ABUSE,OTHERS,7
2015,6,27,15,179,EVENING,SEX ABUSE,OTHERS,3
2015,6,27,19,179,EVENING,SEX ABUSE,OTHERS,1
2015,7,27,18,181,EVENING,SEX ABUSE,GUN,3
2015,7,27,12,182,DAY,SEX ABUSE,OTHERS,4
2015,7,27,20,183,EVENING,SEX ABUSE,OTHERS,6
2015,7,27,0,184,MIDNIGHT,HOMICIDE,KNIFE,5
2015,7,28,0,185,MIDNIGHT,HOMICIDE,GUN,7
2015,7,28,0,185,MIDNIGHT,HOMICIDE,GUN,7
2015,7,28,0,186,MIDNIGHT,HOMICIDE,OTHERS,5
2015,7,28,3,186,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,7,28,0,188,MIDNIGHT,HOMICIDE,GUN,6
2015,7,28,1,190,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,7,29,0,192,MIDNIGHT,HOMICIDE,GUN,1
2015,7,29,2,192,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,7,29,17,193,EVENING,SEX ABUSE,OTHERS,7
2015,7,29,20,193,EVENING,SEX ABUSE,OTHERS,2
2015,7,29,17,194,EVENING,SEX ABUSE,OTHERS,2
2015,7,29,0,198,MIDNIGHT,HOMICIDE,GUN,7
2015,7,29,0,198,MIDNIGHT,HOMICIDE,GUN,3
2015,7,29,0,198,MIDNIGHT,HOMICIDE,GUN,5
2015,7,29,3,198,MIDNIGHT,SEX ABUSE,OTHERS,5
2015,7,29,12,198,DAY,SEX ABUSE,OTHERS,3
2015,7,30,7,200,DAY,SEX ABUSE,OTHERS,5
2015,7,30,15,200,EVENING,SEX ABUSE,OTHERS,4
2015,7,30,20,200,EVENING,SEX ABUSE,OTHERS,1
2015,7,30,23,201,EVENING,SEX ABUSE,KNIFE,5
2015,7,30,6,202,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,7,30,0,203,MIDNIGHT,HOMICIDE,GUN,7
2015,7,30,13,203,DAY,SEX ABUSE,OTHERS,4
2015,7,30,0,204,MIDNIGHT,HOMICIDE,GUN,7
2015,7,30,22,204,EVENING,SEX ABUSE,OTHERS,5
2015,7,30,8,205,DAY,SEX ABUSE,OTHERS,5
2015,7,31,0,207,MIDNIGHT,HOMICIDE,KNIFE,1
2015,7,31,16,207,EVENING,SEX ABUSE,OTHERS,2
2015,7,31,0,208,MIDNIGHT,HOMICIDE,GUN,7
2015,7,31,0,208,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,7,31,0,208,MIDNIGHT,HOMICIDE,GUN,1
2015,7,31,23,208,MIDNIGHT,SEX ABUSE,KNIFE,4
2015,7,31,13,209,DAY,SEX ABUSE,OTHERS,3
2015,7,31,0,210,MIDNIGHT,HOMICIDE,GUN,3
2015,7,31,0,210,MIDNIGHT,HOMICIDE,KNIFE,3
2015,7,31,13,210,DAY,SEX ABUSE,OTHERS,7
2015,7,31,14,211,DAY,SEX ABUSE,OTHERS,2
2015,8,31,0,212,MIDNIGHT,HOMICIDE,GUN,7
2015,8,31,0,212,MIDNIGHT,HOMICIDE,GUN,6
2015,8,31,4,212,MIDNIGHT,SEX ABUSE,GUN,4
2015,8,32,0,213,MIDNIGHT,HOMICIDE,GUN,5
2015,8,32,5,213,MIDNIGHT,SEX ABUSE,OTHERS,7
