year,month,week,hour,day,SHIFT,OFFENSE,METHOD,DISTRICT
2015,8,32,19,213,EVENING,SEX ABUSE,OTHERS,7
2015,8,32,21,213,EVENING,SEX ABUSE,OTHERS,6
2015,8,32,6,215,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,8,32,5,216,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,8,32,5,216,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,8,32,20,216,EVENING,SEX ABUSE,OTHERS,6
2015,8,32,0,218,MIDNIGHT,HOMICIDE,GUN,7
2015,8,32,10,218,DAY,SEX ABUSE,OTHERS,1
2015,8,32,0,219,MIDNIGHT,SEX ABUSE,OTHERS,5
2015,8,32,11,219,DAY,SEX ABUSE,OTHERS,6
2015,8,33,0,221,MIDNIGHT,HOMICIDE,GUN,7
2015,8,33,0,221,MIDNIGHT,HOMICIDE,KNIFE,1
2015,8,33,5,221,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,8,33,12,221,DAY,SEX ABUSE,KNIFE,4
2015,8,33,0,222,MIDNIGHT,HOMICIDE,GUN,7
2015,8,33,1,222,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,8,33,18,224,EVENING,SEX ABUSE,OTHERS,7
2015,8,33,0,225,MIDNIGHT,HOMICIDE,OTHERS,4
2015,8,33,0,225,MIDNIGHT,SEX ABUSE,KNIFE,5
2015,8,33,20,225,EVENING,SEX ABUSE,OTHERS,4
2015,8,33,0,226,MIDNIGHT,HOMICIDE,GUN,3
2015,8,33,0,226,MIDNIGHT,HOMICIDE,GUN,5
2015,8,33,14,226,DAY,SEX ABUSE,OTHERS,7
2015,8,34,11,227,DAY,SEX ABUSE,OTHERS,4
2015,8,34,12,227,DAY,SEX ABUSE,GUN,4
2015,8,34,0,229,MIDNIGHT,HOMICIDE,GUN,7
2015,8,34,0,229,MIDNIGHT,HOMICIDE,GUN,6
2015,8,34,12,229,DAY,SEX ABUSE,OTHERS,5
2015,8,34,22,229,EVENING,SEX ABUSE,OTHERS,3
2015,8,34,0,230,MIDNIGHT,HOMICIDE,GUN,5
2015,8,34,0,231,MIDNIGHT,HOMICIDE,GUN,7
2015,8,34,18,231,EVENING,SEX ABUSE,OTHERS,7
2015,8,34,0,232,MIDNIGHT,HOMICIDE,GUN,5
2015,8,34,4,232,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,8,34,5,232,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,8,34,19,232,EVENING,SEX ABUSE,OTHERS,5
2015,8,34,0,233,MIDNIGHT,HOMICIDE,GUN,7
2015,8,34,0,233,MIDNIGHT,HOMICIDE,GUN,6
2015,8,35,0,234,MIDNIGHT,HOMICIDE,OTHERS,3
2015,8,35,0,234,MIDNIGHT,HOMICIDE,OTHERS,6
2015,8,35,7,235,DAY,SEX ABUSE,OTHERS,4
2015,8,35,8,237,DAY,SEX ABUSE,OTHERS,3
2015,8,35,0,239,MIDNIGHT,HOMICIDE,GUN,6
2015,8,35,0,240,MIDNIGHT,HOMICIDE,GUN,6
2015,8,35,7,240,DAY,SEX ABUSE,KNIFE,5
2015,8,36,8,241,DAY,SEX ABUSE,OTHERS,1
2015,9,36,8,244,DAY,SEX ABUSE,OTHERS,5
2015,9,36,12,244,DAY,SEX ABUSE,OTHERS,7
2015,9,36,3,245,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,9,36,16,245,EVENING,SEX ABUSE,OTHERS,7
2015,9,36,18,245,EVENING,SEX ABUSE,OTHERS,7
2015,9,36,20,245,EVENING,SEX ABUSE,OTHERS,5
2015,9,36,0,246,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,9,36,2,246,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,9,36,7,246,DAY,SEX ABUSE,OTHERS,7
2015,9,36,18,246,EVENING,SEX ABUSE,OTHERS,2
2015,9,36,22,246,EVENING,SEX ABUSE,OTHERS,4
2015,9,36,0,247,MIDNIGHT,HOMICIDE,GUN,5
2015,9,36,18,247,EVENING,SEX ABUSE,OTHERS,4
2015,9,36,19,247,EVENING,SEX ABUSE,OTHERS,1
2015,9,37,0,248,MIDNIGHT,HOMICIDE,GUN,7
2015,9,37,0,248,MIDNIGHT,HOMICIDE,GUN,4
2015,9,37,0,249,MIDNIGHT,HOMICIDE,GUN,7
2015,9,37,0,249,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,9,37,1,251,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,9,37,0,252,MIDNIGHT,HOMICIDE,OTHERS,5
2015,9,37,18,252,EVENING,SEX ABUSE,OTHERS,1
2015,9,37,11,254,DAY,SEX ABUSE,OTHERS,2
2015,9,38,11,255,DAY,SEX ABUSE,OTHERS,4
2015,9,38,0,256,MIDNIGHT,HOMICIDE,OTHERS,3
2015,9,38,11,256,DAY,SEX ABUSE,GUN,6
2015,9,38,0,258,MIDNIGHT,HOMICIDE,GUN,6
2015,9,38,2,258,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,9,38,20,258,EVENING,SEX ABUSE,OTHERS,7
2015,9,38,0,259,MIDNIGHT,HOMICIDE,KNIFE,6
2015,9,38,22,259,EVENING,SEX ABUSE,OTHERS,6
2015,9,38,13,260,DAY,SEX ABUSE,OTHERS,7
2015,9,38,18,260,EVENING,SEX ABUSE,OTHERS,5
2015,9,38,0,261,MIDNIGHT,HOMICIDE,GUN,7
2015,9,38,0,261,MIDNIGHT,HOMICIDE,GUN,7
2015,9,38,0,261,MIDNIGHT,HOMICIDE,GUN,4
2015,9,39,2,263,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,9,39,0,264,MIDNIGHT,HOMICIDE,GUN,3
2015,9,39,15,264,EVENING,SEX ABUSE,OTHERS,7
2015,9,40,0,269,MIDNIGHT,HOMICIDE,GUN,7
2015,9,40,23,270,MIDNIGHT,SEX ABUSE,KNIFE,3
2015,9,40,0,271,MIDNIGHT,HOMICIDE,GUN,7
2015,10,40,8,274,DAY,SEX ABUSE,OTHERS,3
2015,10,41,0,278,MIDNIGHT,HOMICIDE,GUN,6
2015,10,41,14,278,DAY,SEX ABUSE,OTHERS,3
2015,10,41,8,279,DAY,SEX ABUSE,OTHERS,5
2015,10,41,13,279,DAY,SEX ABUSE,OTHERS,2
2015,10,41,11,280,DAY,SEX ABUSE,OTHERS,7
2015,10,41,18,280,EVENING,SEX ABUSE,OTHERS,3
2015,10,41,6,281,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,10,42,0,285,MIDNIGHT,HOMICIDE,OTHERS,7
2015,10,42,15,285,EVENING,SEX ABUSE,OTHERS,4
2015,10,42,6,286,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,10,42,0,287,MIDNIGHT,HOMICIDE,GUN,7
2015,10,42,20,287,EVENING,SEX ABUSE,OTHERS,1
2015,10,42,0,288,MIDNIGHT,HOMICIDE,KNIFE,1
2015,10,43,17,290,EVENING,SEX ABUSE,OTHERS,1
2015,10,43,0,291,MIDNIGHT,HOMICIDE,GUN,5
2015,10,43,21,291,EVENING,SEX ABUSE,OTHERS,5
2015,10,43,0,292,MIDNIGHT,HOMICIDE,GUN,3
2015,10,43,0,293,MIDNIGHT,HOMICIDE,GUN,6
2015,10,43,0,294,MIDNIGHT,HOMICIDE,KNIFE,5
2015,10,43,0,294,MIDNIGHT,HOMICIDE,KNIFE,5
2015,10,43,8,295,DAY,SEX ABUSE,GUN,7
2015,10,43,14,296,DAY,SEX ABUSE,KNIFE,1
2015,10,44,1,298,MIDNIGHT,SEX ABUSE,OTHERS,7
2015,10,44,6,299,MIDNIGHT,SEX ABUSE,KNIFE,4
2015,10,44,8,299,DAY,SEX ABUSE,OTHERS,5
2015,10,44,19,299,EVENING,SEX ABUSE,OTHERS,7
2015,10,44,0,300,MIDNIGHT,HOMICIDE,GUN,6
2015,10,44,21,300,EVENING,SEX ABUSE,OTHERS,2
2015,10,44,0,301,MIDNIGHT,HOMICIDE,GUN,6
2015,10,44,0,302,MIDNIGHT,HOMICIDE,GUN,7
2015,10,44,10,302,DAY,SEX ABUSE,OTHERS,3
2015,10,44,21,302,EVENING,SEX ABUSE,OTHERS,5
2015,10,44,0,303,MIDNIGHT,HOMICIDE,GUN,7
2015,10,44,0,303,MIDNIGHT,HOMICIDE,OTHERS,5
2015,10,44,21,303,EVENING,SEX ABUSE,OTHERS,1
2015,11,45,0,304,MIDNIGHT,HOMICIDE,GUN,7
2015,11,45,0,305,MIDNIGHT,HOMICIDE,OTHERS,1
2015,11,45,0,306,MIDNIGHT,HOMICIDE,GUN,6
2015,11,45,0,309,MIDNIGHT,HOMICIDE,GUN,1
2015,11,45,0,310,MIDNIGHT,HOMICIDE,GUN,3
2015,11,45,0,310,MIDNIGHT,HOMICIDE,GUN,6
2015,11,45,15,310,EVENING,SEX ABUSE,OTHERS,4
2015,11,45,22,310,EVENING,SEX ABUSE,OTHERS,4
2015,11,46,0,312,MIDNIGHT,HOMICIDE,GUN,7
2015,11,46,8,312,DAY,SEX ABUSE,KNIFE,5
2015,11,46,0,314,MIDNIGHT,HOMICIDE,KNIFE,5
2015,11,46,23,314,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,11,46,0,315,MIDNIGHT,HOMICIDE,GUN,6
2015,11,46,1,315,MIDNIGHT,SEX ABUSE,OTHERS,2
2015,11,46,3,315,MIDNIGHT,SEX ABUSE,OTHERS,5
2015,11,46,3,315,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,11,46,0,316,MIDNIGHT,HOMICIDE,OTHERS,5
2015,11,46,19,316,EVENING,SEX ABUSE,OTHERS,3
2015,11,46,20,317,EVENING,SEX ABUSE,OTHERS,6
2015,11,47,0,318,MIDNIGHT,HOMICIDE,GUN,7
2015,11,47,11,318,DAY,SEX ABUSE,OTHERS,4
2015,11,47,0,319,MIDNIGHT,HOMICIDE,GUN,6
2015,11,47,21,319,EVENING,SEX ABUSE,OTHERS,2
2015,11,47,0,320,MIDNIGHT,HOMICIDE,GUN,5
2015,11,47,0,320,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,11,47,18,321,EVENING,SEX ABUSE,OTHERS,3
2015,11,47,22,321,EVENING,SEX ABUSE,OTHERS,6
2015,11,47,0,322,MIDNIGHT,HOMICIDE,GUN,7
2015,11,47,0,322,MIDNIGHT,HOMICIDE,OTHERS,6
2015,11,47,0,322,MIDNIGHT,SEX ABUSE,OTHERS,3
2015,11,47,13,324,DAY,SEX ABUSE,OTHERS,4
2015,11,47,22,324,EVENING,SEX ABUSE,KNIFE,3
2015,11,47,22,324,EVENING,SEX ABUSE,OTHERS,5
2015,11,48,17,325,EVENING,SEX ABUSE,OTHERS,5
2015,11,48,23,325,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,11,48,0,326,MIDNIGHT,HOMICIDE,GUN,6
2015,11,48,6,328,MIDNIGHT,SEX ABUSE,OTHERS,4
2015,11,48,7,328,DAY,SEX ABUSE,OTHERS,1
2015,11,48,7,330,DAY,SEX ABUSE,OTHERS,1
2015,11,48,18,330,EVENING,SEX ABUSE,OTHERS,2
2015,11,49,7,332,DAY,SEX ABUSE,OTHERS,5
2015,12,49,19,335,EVENING,SEX ABUSE,OTHERS,1
2015,12,49,0,337,MIDNIGHT,HOMICIDE,GUN,7
2015,12,49,0,337,MIDNIGHT,HOMICIDE,GUN,6
2015,12,49,0,337,MIDNIGHT,SEX ABUSE,OTHERS,5
2015,12,49,0,338,MIDNIGHT,HOMICIDE,GUN,1
2015,12,49,6,338,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,12,50,23,340,MIDNIGHT,SEX ABUSE,OTHERS,6
2015,12,50,9,341,DAY,SEX ABUSE,OTHERS,7
2015,12,50,0,342,MIDNIGHT,HOMICIDE,GUN,6
2015,12,50,11,344,DAY,SEX ABUSE,OTHERS,2
2015,12,51,19,347,EVENING,SEX ABUSE,OTHERS,5
2015,12,51,17,348,EVENING,SEX ABUSE,OTHERS,6
2015,12,51,0,349,MIDNIGHT,HOMICIDE,GUN,7
2015,12,51,0,349,MIDNIGHT,HOMICIDE,GUN,6
2015,12,51,0,351,MIDNIGHT,HOMICIDE,GUN,5
2015,12,51,14,352,DAY,SEX ABUSE,OTHERS,5
2015,12,52,0,354,MIDNIGHT,HOMICIDE,KNIFE,4
2015,12,52,0,354,MIDNIGHT,HOMICIDE,OTHERS,5
2015,12,52,7,356,DAY,SEX ABUSE,OTHERS,3
2015,12,53,23,360,MIDNIGHT,SEX ABUSE,OTHERS,1
2015,12,53,0,361,MIDNIGHT,HOMICIDE,GUN,7
2015,12,53,0,361,MIDNIGHT,HOMICIDE,GUN,7
2015,12,53,14,361,DAY,SEX ABUSE,OTHERS,4
2015,12,53,21,361,EVENING,SEX ABUSE,OTHERS,5
2016,1,1,5,0,MIDNIGHT,SEX ABUSE,OTHERS,6
2016,1,1,8,0,DAY,SEX ABUSE,OTHERS,1
2016,1,1,10,0,DAY,SEX ABUSE,OTHERS,3
2016,1,1,12,0,DAY,SEX ABUSE,OTHERS,5
2016,1,1,19,0,EVENING,SEX ABUSE,OTHERS,6
2016,1,1,22,0,EVENING,SEX ABUSE,OTHERS,2
2016,1,2,20,2,EVENING,SEX ABUSE,OTHERS,2
2016,1,2,0,3,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,1,2,3,4,MIDNIGHT,SEX ABUSE,OTHERS,5
2016,1,2,7,4,DAY,SEX ABUSE,GUN,7
2016,1,2,3,5,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,1,2,3,6,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,1,2,0,8,MIDNIGHT,HOMICIDE,GUN,7
2016,1,2,0,8,MIDNIGHT,HOMICIDE,GUN,6
2016,1,2,21,8,EVENING,SEX ABUSE,OTHERS,3
2016,1,3,0,9,MIDNIGHT,HOMICIDE,GUN,6
2016,1,3,13,9,DAY,SEX ABUSE,OTHERS,5
2016,1,3,9,11,DAY,SEX ABUSE,OTHERS,7
2016,1,3,20,11,EVENING,SEX ABUSE,OTHERS,6
2016,1,3,6,15,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,1,4,0,16,MIDNIGHT,SEX ABUSE,OTHERS,5
2016,1,4,23,17,MIDNIGHT,SEX ABUSE,OTHERS,5
2016,1,4,0,19,MIDNIGHT,HOMICIDE,GUN,6
2016,1,4,22,19,EVENING,SEX ABUSE,OTHERS,6
2016,1,4,0,21,MIDNIGHT,HOMICIDE,GUN,3
2016,1,4,0,21,MIDNIGHT,SEX ABUSE,GUN,1
2016,1,4,0,22,MIDNIGHT,HOMICIDE,OTHERS,7
2016,1,5,16,25,EVENING,SEX ABUSE,KNIFE,7
2016,1,5,18,25,EVENING,SEX ABUSE,OTHERS,3
2016,1,5,3,26,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,1,5,21,26,EVENING,SEX ABUSE,OTHERS,6
2016,1,5,2,27,MIDNIGHT,SEX ABUSE,OTHERS,1
2016,1,6,0,30,MIDNIGHT,HOMICIDE,KNIFE,6
2016,1,6,1,30,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,1,6,19,30,EVENING,SEX ABUSE,OTHERS,1
2016,2,6,0,31,MIDNIGHT,HOMICIDE,KNIFE,2
2016,2,6,2,33,MIDNIGHT,SEX ABUSE,OTHERS,1
2016,2,6,14,33,DAY,SEX ABUSE,OTHERS,5
2016,2,6,15,33,EVENING,SEX ABUSE,OTHERS,1
2016,2,6,10,34,DAY,SEX ABUSE,OTHERS,4
2016,2,6,2,36,MIDNIGHT,SEX ABUSE,OTHERS,2
2016,2,6,11,36,DAY,SEX ABUSE,OTHERS,5
2016,2,7,0,39,MIDNIGHT,HOMICIDE,GUN,1
2016,2,7,2,39,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,2,7,0,40,MIDNIGHT,HOMICIDE,GUN,7
2016,2,7,10,42,DAY,SEX ABUSE,OTHERS,1
2016,2,7,15,42,EVENING,SEX ABUSE,OTHERS,4
2016,2,8,7,45,MIDNIGHT,SEX ABUSE,KNIFE,1
2016,2,8,7,45,DAY,SEX ABUSE,OTHERS,4
2016,2,8,17,45,EVENING,SEX ABUSE,OTHERS,5
2016,2,8,12,47,DAY,SEX ABUSE,OTHERS,5
2016,2,8,0,48,MIDNIGHT,HOMICIDE,GUN,6
2016,2,8,0,48,MIDNIGHT,HOMICIDE,GUN,6
2016,2,8,0,49,MIDNIGHT,HOMICIDE,GUN,5
2016,2,8,0,50,MIDNIGHT,HOMICIDE,GUN,6
2016,2,9,0,52,MIDNIGHT,HOMICIDE,GUN,6
2016,2,9,3,52,MIDNIGHT,SEX ABUSE,OTHERS,1
2016,2,9,0,54,MIDNIGHT,HOMICIDE,GUN,7
2016,2,9,4,56,MIDNIGHT,SEX ABUSE,OTHERS,3
2016,2,9,18,57,EVENING,SEX ABUSE,OTHERS,6
2016,2,10,21,59,EVENING,SEX ABUSE,OTHERS,3
2016,3,10,0,60,MIDNIGHT,HOMICIDE,GUN,7
2016,3,10,0,61,MIDNIGHT,HOMICIDE,GUN,7
2016,3,10,14,61,DAY,SEX ABUSE,OTHERS,6
2016,3,10,19,62,EVENING,SEX ABUSE,OTHERS,7
2016,3,10,0,63,MIDNIGHT,HOMICIDE,GUN,7
2016,3,10,10,63,DAY,SEX ABUSE,GUN,6
2016,3,10,9,64,DAY,SEX ABUSE,OTHERS,1
2016,3,10,21,64,EVENING,SEX ABUSE,KNIFE,4
2016,3,11,0,65,MIDNIGHT,HOMICIDE,GUN,6
2016,3,11,18,66,EVENING,SEX ABUSE,OTHERS,2
2016,3,11,22,66,EVENING,SEX ABUSE,OTHERS,5
2016,3,11,2,69,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,3,11,0,70,MIDNIGHT,HOMICIDE,GUN,6
2016,3,11,20,70,EVENING,SEX ABUSE,OTHERS,2
2016,3,11,4,71,MIDNIGHT,SEX ABUSE,OTHERS,3
2016,3,12,14,72,DAY,SEX ABUSE,OTHERS,7
2016,3,12,15,72,EVENING,SEX ABUSE,OTHERS,6
2016,3,12,6,73,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,3,12,22,73,EVENING,SEX ABUSE,OTHERS,3
2016,3,12,6,75,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,3,12,7,75,DAY,SEX ABUSE,OTHERS,5
2016,3,12,11,75,DAY,SEX ABUSE,OTHERS,1
2016,3,12,0,76,MIDNIGHT,HOMICIDE,GUN,7
2016,3,12,0,76,MIDNIGHT,HOMICIDE,GUN,6
2016,3,12,0,77,MIDNIGHT,SEX ABUSE,OTHERS,6
2016,3,12,2,78,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,3,12,13,78,DAY,SEX ABUSE,OTHERS,1
2016,3,12,18,78,EVENING,SEX ABUSE,OTHERS,7
2016,3,13,3,79,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,3,13,0,81,MIDNIGHT,HOMICIDE,KNIFE,6
2016,3,13,0,83,MIDNIGHT,HOMICIDE,GUN,7
2016,3,13,0,85,MIDNIGHT,HOMICIDE,GUN,6
2016,3,13,22,85,EVENING,SEX ABUSE,KNIFE,6
2016,3,14,0,87,MIDNIGHT,SEX ABUSE,OTHERS,1
2016,3,14,23,87,MIDNIGHT,SEX ABUSE,OTHERS,1
2016,3,14,1,89,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,3,14,0,90,MIDNIGHT,HOMICIDE,OTHERS,4
2016,4,14,3,91,MIDNIGHT,SEX ABUSE,OTHERS,2
2016,4,14,2,92,MIDNIGHT,SEX ABUSE,OTHERS,2
2016,4,15,21,93,EVENING,SEX ABUSE,OTHERS,7
2016,4,15,23,93,MIDNIGHT,SEX ABUSE,OTHERS,3
2016,4,15,0,94,MIDNIGHT,HOMICIDE,OTHERS,4
2016,4,15,5,94,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,4,15,14,94,DAY,SEX ABUSE,OTHERS,2
2016,4,15,21,94,EVENING,SEX ABUSE,OTHERS,5
2016,4,15,15,96,EVENING,SEX ABUSE,OTHERS,2
2016,4,15,19,97,EVENING,SEX ABUSE,OTHERS,6
2016,4,16,0,101,MIDNIGHT,HOMICIDE,OTHERS,6
2016,4,16,15,101,EVENING,SEX ABUSE,OTHERS,2
2016,4,16,20,101,EVENING,SEX ABUSE,OTHERS,5
2016,4,16,0,103,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,4,16,14,103,DAY,SEX ABUSE,OTHERS,1
2016,4,16,0,105,MIDNIGHT,HOMICIDE,KNIFE,7
2016,4,17,0,107,MIDNIGHT,HOMICIDE,GUN,3
2016,4,17,1,107,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,4,17,7,107,DAY,SEX ABUSE,OTHERS,3
2016,4,17,17,108,EVENING,SEX ABUSE,OTHERS,3
2016,4,17,0,109,MIDNIGHT,SEX ABUSE,OTHERS,1
2016,4,17,0,111,MIDNIGHT,HOMICIDE,GUN,6
2016,4,17,0,112,MIDNIGHT,HOMICIDE,KNIFE,2
2016,4,17,0,113,MIDNIGHT,HOMICIDE,KNIFE,4
2016,4,18,0,114,MIDNIGHT,HOMICIDE,GUN,6
2016,4,18,11,114,DAY,SEX ABUSE,OTHERS,3
2016,4,18,14,115,DAY,SEX ABUSE,GUN,6
2016,4,18,0,116,MIDNIGHT,HOMICIDE,OTHERS,1
2016,4,18,23,117,MIDNIGHT,SEX ABUSE,OTHERS,5
2016,4,18,0,120,MIDNIGHT,HOMICIDE,GUN,5
2016,5,19,0,123,MIDNIGHT,HOMICIDE,GUN,4
2016,5,19,0,123,MIDNIGHT,HOMICIDE,OTHERS,6
2016,5,19,15,127,EVENING,SEX ABUSE,OTHERS,7
2016,5,20,0,128,MIDNIGHT,HOMICIDE,GUN,6
2016,5,20,6,128,MIDNIGHT,SEX ABUSE,OTHERS,5
2016,5,20,12,128,DAY,SEX ABUSE,OTHERS,5
2016,5,20,0,130,MIDNIGHT,HOMICIDE,GUN,7
2016,5,20,16,130,EVENING,SEX ABUSE,OTHERS,1
2016,5,20,0,131,MIDNIGHT,HOMICIDE,OTHERS,7
2016,5,20,0,132,MIDNIGHT,HOMICIDE,GUN,6
2016,5,20,0,134,MIDNIGHT,HOMICIDE,OTHERS,6
2016,5,21,0,136,MIDNIGHT,HOMICIDE,GUN,6
2016,5,21,0,137,MIDNIGHT,HOMICIDE,GUN,6
2016,5,21,0,138,MIDNIGHT,HOMICIDE,GUN,7
2016,5,21,17,138,EVENING,SEX ABUSE,GUN,6
2016,5,21,0,139,MIDNIGHT,HOMICIDE,GUN,7
2016,5,22,0,143,MIDNIGHT,HOMICIDE,OTHERS,1
2016,5,22,5,144,MIDNIGHT,SEX ABUSE,OTHERS,5
2016,5,22,0,145,MIDNIGHT,SEX ABUSE,OTHERS,4
2016,5,22,0,146,MIDNIGHT,HOMICIDE,GUN,7
2016,5,22,1,146,MIDNIGHT,SEX ABUSE,OTHERS,7
2016,5,22,10,147,DAY,SEX ABUSE,OTHERS,6
2016,5,22,15,147,EVENING,SEX ABUSE,OTHERS,3
2016,5,23,0,149,MIDNIGHT,HOMICIDE,GUN,6
2016,5,23,0,150,MIDNIGHT,HOMICIDE,GUN,5
2016,5,23,0,150,MIDNIGHT,HOMICIDE,GUN,3
2016,5,23,0,151,MIDNIGHT,SEX ABUSE,OTHERS,7